# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "--countReadPairs" "-F" "GFF" "-t" "gene" "-g" "locus_tag" "-a" "ref/GCF_000750555.1_ASM75055v1_genomic.gff" "-o" "counts/gene_counts.txt" "bam/SRR13970433.sorted.bam" "bam/SRR13970434.sorted.bam" "bam/SRR13970441.sorted.bam" "bam/SRR13970442.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/SRR13970433.sorted.bam	bam/SRR13970434.sorted.bam	bam/SRR13970441.sorted.bam	bam/SRR13970442.sorted.bam
BW25113_RS25985	NZ_CP009273.1	1207716	1207760	-	45	1	0	1	0
BW25113_RS25535	NZ_CP009273.1	1207996	1208106	-	111	1	0	0	0
BW25113_RS06030	NZ_CP009273.1	1208159	1208563	-	405	4	6	6	3
BW25113_RS06035	NZ_CP009273.1	1208784	1209515	-	732	51	53	54	44
BW25113_RS06040	NZ_CP009273.1	1209720	1210931	-	1212	128	119	71	79
BW25113_RS06045	NZ_CP009273.1	1211245	1211481	+	237	3	1	7	1
BW25113_RS06050	NZ_CP009273.1	1211524	1211796	+	273	4	0	3	0
BW25113_RS06055	NZ_CP009273.1	1211825	1212091	+	267	2	1	1	0
BW25113_RS06060	NZ_CP009273.1	1212204	1212452	+	249	4	2	2	3
BW25113_RS06065	NZ_CP009273.1	1212784	1214307	+	1524	16	16	13	17
BW25113_RS06070	NZ_CP009273.1	1214439	1214657	+	219	3	0	2	4
BW25113_RS06090	NZ_CP009273.1	1217761	1218096	-	336	3	4	4	3
BW25113_RS06095	NZ_CP009273.1	1218100	1218444	-	345	5	2	2	1
BW25113_RS06100	NZ_CP009273.1	1218446	1218619	-	174	2	0	1	0
BW25113_RS23645	NZ_CP009273.1	1218720	1218905	+	186	0	1	1	0
BW25113_RS25540	NZ_CP009273.1	1218866	1218985	+	120	0	1	0	2
BW25113_RS06110	NZ_CP009273.1	1219735	1220001	-	267	26	38	17	26
BW25113_RS06115	NZ_CP009273.1	1220005	1220817	-	813	131	129	84	94
BW25113_RS06120	NZ_CP009273.1	1220841	1221536	-	696	79	74	48	64
BW25113_RS06125	NZ_CP009273.1	1222056	1222424	+	369	5	13	6	3
BW25113_RS06130	NZ_CP009273.1	1222527	1222928	-	402	10	8	11	7
BW25113_RS06140	NZ_CP009273.1	1223170	1223463	+	294	12	7	14	10
BW25113_RS06145	NZ_CP009273.1	1223535	1224194	+	660	31	15	10	15
BW25113_RS06150	NZ_CP009273.1	1224286	1224732	+	447	14	8	8	11
BW25113_RS06155	NZ_CP009273.1	1224939	1225850	-	912	10	7	4	3
BW25113_RS06160	NZ_CP009273.1	1226223	1226642	+	420	5	5	6	4
BW25113_RS06165	NZ_CP009273.1	1226642	1227910	+	1269	9	11	12	13
BW25113_RS06170	NZ_CP009273.1	1227956	1228486	-	531	11	16	13	17
BW25113_RS06175	NZ_CP009273.1	1228632	1230173	-	1542	32	25	32	29
BW25113_RS06180	NZ_CP009273.1	1230394	1231113	+	720	41	36	26	21
BW25113_RS06185	NZ_CP009273.1	1231165	1232697	-	1533	54	40	29	29
BW25113_RS06190	NZ_CP009273.1	1233027	1234325	+	1299	146	139	144	143
BW25113_RS06195	NZ_CP009273.1	1234335	1235405	+	1071	50	80	48	50
BW25113_RS06200	NZ_CP009273.1	1235791	1237527	-	1737	37	40	38	30
BW25113_RS06205	NZ_CP009273.1	1237622	1238536	-	915	9	18	15	18
BW25113_RS06210	NZ_CP009273.1	1238636	1239247	+	612	18	11	22	17
BW25113_RS06215	NZ_CP009273.1	1239249	1239983	-	735	8	9	9	11
BW25113_RS06220	NZ_CP009273.1	1240184	1240438	+	255	6	5	5	4
BW25113_RS06225	NZ_CP009273.1	1240616	1241056	+	441	2	3	1	3
BW25113_RS06230	NZ_CP009273.1	1241135	1242832	-	1698	18	27	22	25
BW25113_RS06235	NZ_CP009273.1	1243152	1244570	-	1419	30	37	87	83
BW25113_RS06240	NZ_CP009273.1	1244581	1245213	-	633	17	18	50	53
BW25113_RS06245	NZ_CP009273.1	1245224	1246294	-	1071	28	31	49	63
BW25113_RS06250	NZ_CP009273.1	1246522	1248441	+	1920	31	25	36	21
BW25113_RS06255	NZ_CP009273.1	1248541	1251408	-	2868	33	37	28	28
BW25113_RS06265	NZ_CP009273.1	1252177	1253268	-	1092	56	52	51	51
BW25113_RS06270	NZ_CP009273.1	1253385	1253969	-	585	17	14	12	9
BW25113_RS06275	NZ_CP009273.1	1254247	1254525	+	279	68	68	52	45
BW25113_RS06280	NZ_CP009273.1	1254580	1256259	-	1680	36	41	34	27
BW25113_RS06285	NZ_CP009273.1	1256384	1257331	-	948	105	125	76	87
BW25113_RS06290	NZ_CP009273.1	1257482	1258333	-	852	40	50	43	39
BW25113_RS06295	NZ_CP009273.1	1258333	1258956	-	624	31	27	14	18
BW25113_RS06300	NZ_CP009273.1	1259170	1260426	+	1257	84	89	69	76
BW25113_RS06305	NZ_CP009273.1	1260468	1261550	+	1083	59	62	68	66
BW25113_RS06310	NZ_CP009273.1	1261550	1262383	+	834	36	53	27	38
BW25113_RS06315	NZ_CP009273.1	1262380	1262772	+	393	15	9	12	12
BW25113_RS06320	NZ_CP009273.1	1262776	1263585	+	810	55	53	54	50
BW25113_RS06325	NZ_CP009273.1	1263621	1264475	+	855	96	85	109	92
BW25113_RS06330	NZ_CP009273.1	1264624	1264731	-	108	10	6	9	4
BW25113_RS06335	NZ_CP009273.1	1265159	1265266	-	108	1	1	1	1
BW25113_RS06340	NZ_CP009273.1	1265694	1265801	-	108	4	0	1	2
BW25113_RS06345	NZ_CP009273.1	1266205	1267305	-	1101	45	39	37	46
BW25113_RS06350	NZ_CP009273.1	1267575	1267805	+	231	6	6	3	3
BW25113_RS06355	NZ_CP009273.1	1267963	1268658	+	696	13	22	14	10
BW25113_RS06360	NZ_CP009273.1	1268702	1269055	-	354	26	20	18	19
BW25113_RS06365	NZ_CP009273.1	1269240	1270634	+	1395	21	16	12	23
BW25113_RS06370	NZ_CP009273.1	1270635	1271285	-	651	30	21	13	27
BW25113_RS06375	NZ_CP009273.1	1271278	1273074	-	1797	49	45	32	35
BW25113_RS06385	NZ_CP009273.1	1273413	1274804	+	1392	123	145	57	51
BW25113_RS06390	NZ_CP009273.1	1275320	1279063	+	3744	1412	1460	568	540
BW25113_RS06395	NZ_CP009273.1	1279060	1280598	+	1539	1067	1055	432	493
BW25113_RS06400	NZ_CP009273.1	1280595	1281305	+	711	410	360	162	194
BW25113_RS06405	NZ_CP009273.1	1281305	1281982	+	678	282	268	133	126
BW25113_RS23085	NZ_CP009273.1	1282166	1282297	-	132	2	5	2	1
BW25113_RS23090	NZ_CP009273.1	1282344	1282475	-	132	2	5	3	0
BW25113_RS23095	NZ_CP009273.1	1282522	1282653	-	132	4	1	4	2
BW25113_RS06415	NZ_CP009273.1	1282700	1282784	-	85	3	5	3	4
BW25113_RS23100	NZ_CP009273.1	1282819	1282950	-	132	21	12	6	7
BW25113_RS06420	NZ_CP009273.1	1282994	1283078	-	85	1	4	2	0
BW25113_RS06425	NZ_CP009273.1	1283238	1284080	-	843	28	32	38	29
BW25113_RS06430	NZ_CP009273.1	1284130	1284588	-	459	16	16	10	13
BW25113_RS06435	NZ_CP009273.1	1284701	1285606	+	906	60	66	49	40
BW25113_RS06440	NZ_CP009273.1	1285698	1286711	+	1014	92	83	37	48
BW25113_RS06445	NZ_CP009273.1	1286913	1287821	+	909	115	146	99	97
BW25113_RS06450	NZ_CP009273.1	1287965	1288378	-	414	214	199	122	117
BW25113_RS06455	NZ_CP009273.1	1288983	1289600	+	618	17	9	7	13
BW25113_RS06470	NZ_CP009273.1	1290902	1293577	-	2676	1559	1472	2584	2583
BW25113_RS26110	NZ_CP009273.1	1293970	1294023	+	54	4	1	0	1
BW25113_RS06475	NZ_CP009273.1	1294054	1294701	+	648	17	13	7	16
BW25113_RS25865	NZ_CP009273.1	1294859	1295155	-	297	90	82	71	83
BW25113_RS06480	NZ_CP009273.1	1295439	1297070	+	1632	1162	1138	1074	1074
BW25113_RS06485	NZ_CP009273.1	1297156	1298076	+	921	126	155	96	122
BW25113_RS06490	NZ_CP009273.1	1298091	1298999	+	909	224	224	187	173
BW25113_RS06495	NZ_CP009273.1	1299011	1300024	+	1014	394	434	332	291
BW25113_RS06500	NZ_CP009273.1	1300021	1301025	+	1005	378	383	290	310
BW25113_RS06505	NZ_CP009273.1	1301078	1301407	-	330	26	15	23	23
BW25113_RS06510	NZ_CP009273.1	1301442	1302902	-	1461	53	62	50	53
BW25113_RS25550	NZ_CP009273.1	1303045	1303218	+	174	14	14	9	8
BW25113_RS06520	NZ_CP009273.1	1303273	1304526	-	1254	17	17	13	14
BW25113_RS06525	NZ_CP009273.1	1304826	1305122	-	297	7	6	9	6
BW25113_RS06530	NZ_CP009273.1	1305346	1306065	+	720	12	12	14	14
BW25113_RS06535	NZ_CP009273.1	1306105	1306503	-	399	5	8	10	11
BW25113_RS06540	NZ_CP009273.1	1306608	1307147	-	540	22	26	22	19
BW25113_RS06545	NZ_CP009273.1	1307177	1307920	-	744	29	20	25	18
BW25113_RS06550	NZ_CP009273.1	1308277	1308915	+	639	146	139	127	130
BW25113_RS06555	NZ_CP009273.1	1308975	1309481	-	507	20	10	7	8
BW25113_RS06560	NZ_CP009273.1	1309527	1310027	-	501	2	5	1	3
BW25113_RS06565	NZ_CP009273.1	1310113	1310292	-	180	3	4	1	0
BW25113_RS06570	NZ_CP009273.1	1310673	1311479	-	807	38	30	41	34
BW25113_RS06575	NZ_CP009273.1	1311479	1312672	-	1194	55	45	51	57
BW25113_RS06580	NZ_CP009273.1	1312684	1314045	-	1362	44	36	39	30
BW25113_RS06585	NZ_CP009273.1	1314046	1315641	-	1596	30	31	19	22
BW25113_RS06590	NZ_CP009273.1	1315641	1317203	-	1563	36	37	19	18
BW25113_RS23700	NZ_CP009273.1	1317295	1317339	-	45	0	2	1	2
BW25113_RS06595	NZ_CP009273.1	1317477	1318358	+	882	40	39	26	26
BW25113_RS06600	NZ_CP009273.1	1318355	1318975	+	621	61	48	50	41
BW25113_RS06605	NZ_CP009273.1	1319003	1320898	+	1896	44	35	24	31
BW25113_RS06610	NZ_CP009273.1	1321109	1321984	+	876	84	83	66	71
BW25113_RS06615	NZ_CP009273.1	1322024	1322614	-	591	21	23	22	20
BW25113_RS06620	NZ_CP009273.1	1322611	1323369	-	759	22	22	29	42
BW25113_RS06630	NZ_CP009273.1	1323589	1324638	+	1050	69	64	46	50
BW25113_RS06635	NZ_CP009273.1	1324674	1324925	-	252	20	20	13	21
BW25113_RS06645	NZ_CP009273.1	1325305	1327902	+	2598	306	305	446	449
BW25113_RS06650	NZ_CP009273.1	1328112	1329086	+	975	69	69	54	45
BW25113_RS06655	NZ_CP009273.1	1329405	1329545	+	141	5	3	0	6
BW25113_RS06660	NZ_CP009273.1	1329548	1329715	+	168	6	9	8	6
BW25113_RS25560	NZ_CP009273.1	1329829	1329924	+	96	1	2	1	2
BW25113_RS06675	NZ_CP009273.1	1330088	1332763	+	2676	171	165	142	154
BW25113_RS06680	NZ_CP009273.1	1332827	1333417	-	591	32	21	20	16
BW25113_RS06685	NZ_CP009273.1	1333587	1334351	+	765	17	14	13	12
BW25113_RS06690	NZ_CP009273.1	1334500	1334808	+	309	8	13	22	13
BW25113_RS06695	NZ_CP009273.1	1334815	1335984	+	1170	53	43	43	36
BW25113_RS06700	NZ_CP009273.1	1336178	1336915	+	738	23	26	20	18
BW25113_RS06705	NZ_CP009273.1	1336915	1337241	+	327	9	5	7	10
BW25113_RS06710	NZ_CP009273.1	1337367	1337585	-	219	6	7	4	4
BW25113_RS06715	NZ_CP009273.1	1337854	1338603	-	750	20	24	16	12
BW25113_RS06720	NZ_CP009273.1	1338693	1338866	-	174	2	3	0	0
BW25113_RS26115	NZ_CP009273.1	1338904	1339032	+	129	3	0	2	1
BW25113_RS06725	NZ_CP009273.1	1339014	1340999	-	1986	21	19	24	22
BW25113_RS25050	NZ_CP009273.1	1341053	1341157	+	105	1	1	0	1
BW25113_RS06735	NZ_CP009273.1	1341235	1343169	-	1935	61	67	61	52
BW25113_RS06740	NZ_CP009273.1	1343237	1344364	-	1128	6	13	6	13
BW25113_RS06745	NZ_CP009273.1	1344508	1345296	-	789	86	92	57	61
BW25113_RS06755	NZ_CP009273.1	1345664	1346017	-	354	10	12	4	4
BW25113_RS06760	NZ_CP009273.1	1346085	1346891	-	807	19	20	8	11
BW25113_RS06765	NZ_CP009273.1	1346893	1347885	-	993	23	14	14	9
BW25113_RS06770	NZ_CP009273.1	1347885	1348775	-	891	14	12	8	10
BW25113_RS06775	NZ_CP009273.1	1348762	1349727	-	966	21	15	14	6
BW25113_RS06780	NZ_CP009273.1	1349724	1351367	-	1644	32	26	29	27
BW25113_RS06790	NZ_CP009273.1	1351680	1351925	-	246	7	8	7	5
BW25113_RS06795	NZ_CP009273.1	1352059	1353444	-	1386	11	13	14	7
BW25113_RS25565	NZ_CP009273.1	1353434	1353598	-	165	2	5	3	5
BW25113_RS06800	NZ_CP009273.1	1353747	1355165	-	1419	29	31	19	29
BW25113_RS06805	NZ_CP009273.1	1355377	1356141	+	765	12	14	16	15
BW25113_RS06810	NZ_CP009273.1	1356168	1356725	+	558	11	11	12	13
BW25113_RS06815	NZ_CP009273.1	1357000	1358487	+	1488	8	10	10	5
BW25113_RS06820	NZ_CP009273.1	1358489	1359769	+	1281	7	10	3	2
BW25113_RS06825	NZ_CP009273.1	1359807	1361072	+	1266	22	16	11	11
BW25113_RS06830	NZ_CP009273.1	1361192	1362169	-	978	12	14	17	19
BW25113_RS06835	NZ_CP009273.1	1362336	1363004	+	669	69	64	45	47
BW25113_RS06840	NZ_CP009273.1	1363058	1363282	+	225	10	6	12	5
BW25113_RS06845	NZ_CP009273.1	1363282	1363641	+	360	9	16	6	4
BW25113_RS06850	NZ_CP009273.1	1363650	1363871	+	222	11	9	4	5
BW25113_RS06855	NZ_CP009273.1	1363946	1364260	+	315	51	42	21	15
BW25113_RS06860	NZ_CP009273.1	1364473	1366152	+	1680	21	22	11	15
BW25113_RS06865	NZ_CP009273.1	1366166	1367458	+	1293	18	16	15	19
BW25113_RS06870	NZ_CP009273.1	1367479	1368360	+	882	9	12	4	10
BW25113_RS06875	NZ_CP009273.1	1368347	1369189	+	843	10	12	5	7
BW25113_RS06880	NZ_CP009273.1	1369220	1370272	+	1053	13	12	7	6
BW25113_RS06885	NZ_CP009273.1	1370291	1371079	+	789	10	10	5	6
BW25113_RS06890	NZ_CP009273.1	1371089	1372144	+	1056	9	17	12	12
BW25113_RS06895	NZ_CP009273.1	1372141	1374408	+	2268	25	12	33	12
BW25113_RS06900	NZ_CP009273.1	1374405	1375064	+	660	5	12	5	3
BW25113_RS06910	NZ_CP009273.1	1376204	1377109	+	906	3	12	8	5
BW25113_RS06915	NZ_CP009273.1	1377220	1378218	-	999	10	11	9	17
BW25113_RS06920	NZ_CP009273.1	1378374	1379771	+	1398	47	41	68	70
BW25113_RS06925	NZ_CP009273.1	1379768	1380829	+	1062	23	26	45	34
BW25113_RS06930	NZ_CP009273.1	1380977	1382518	+	1542	101	96	84	94
BW25113_RS06935	NZ_CP009273.1	1382562	1383068	-	507	131	133	115	125
BW25113_RS06940	NZ_CP009273.1	1383187	1384152	+	966	56	53	46	38
BW25113_RS06945	NZ_CP009273.1	1384127	1384855	-	729	34	23	21	17
BW25113_RS06955	NZ_CP009273.1	1385190	1386110	-	921	11	9	9	10
BW25113_RS06960	NZ_CP009273.1	1386248	1387147	+	900	14	10	10	8
BW25113_RS06970	NZ_CP009273.1	1387484	1389097	+	1614	57	78	51	54
BW25113_RS06975	NZ_CP009273.1	1389148	1390179	-	1032	14	9	15	10
BW25113_RS06980	NZ_CP009273.1	1390369	1391349	+	981	0	0	0	0
BW25113_RS06985	NZ_CP009273.1	1391622	1391879	+	258	3	16	9	9
BW25113_RS06990	NZ_CP009273.1	1391929	1392879	-	951	318	322	247	238
BW25113_RS06995	NZ_CP009273.1	1393031	1393783	-	753	139	130	102	109
BW25113_RS07000	NZ_CP009273.1	1393978	1394493	-	516	6	11	7	7
BW25113_RS07005	NZ_CP009273.1	1394504	1396030	-	1527	21	15	17	9
BW25113_RS07015	NZ_CP009273.1	1396067	1397512	-	1446	10	20	17	10
BW25113_RS07020	NZ_CP009273.1	1397512	1398822	-	1311	8	9	13	9
BW25113_RS07025	NZ_CP009273.1	1398998	1399906	+	909	14	20	17	21
BW25113_RS07035	NZ_CP009273.1	1400236	1400799	+	564	22	12	11	12
BW25113_RS07040	NZ_CP009273.1	1400820	1402052	-	1233	22	25	19	20
BW25113_RS26120	NZ_CP009273.1	1402246	1402293	+	48	0	1	0	1
BW25113_RS07045	NZ_CP009273.1	1402307	1403290	+	984	25	22	14	15
BW25113_RS26345	NZ_CP009273.1	1403565	1403738	+	174	2	3	1	0
BW25113_RS07055	NZ_CP009273.1	1403768	1405141	+	1374	22	31	23	21
BW25113_RS07060	NZ_CP009273.1	1405270	1406205	-	936	26	38	24	28
BW25113_RS23720	NZ_CP009273.1	1406257	1407492	-	1236	11	8	12	11
BW25113_RS07070	NZ_CP009273.1	1407494	1407709	-	216	2	3	3	2
BW25113_RS07075	NZ_CP009273.1	1407788	1407997	-	210	1	0	1	1
BW25113_RS07080	NZ_CP009273.1	1407990	1408184	-	195	2	0	0	2
BW25113_RS07085	NZ_CP009273.1	1408241	1409050	-	810	9	7	5	7
BW25113_RS07090	NZ_CP009273.1	1409043	1411643	-	2601	15	12	9	12
BW25113_RS07095	NZ_CP009273.1	1411745	1412020	-	276	0	0	3	4
BW25113_RS07100	NZ_CP009273.1	1412095	1412265	-	171	3	0	1	0
BW25113_RS07105	NZ_CP009273.1	1412265	1412486	-	222	2	1	0	3
BW25113_RS07110	NZ_CP009273.1	1412928	1413416	+	489	3	6	3	1
BW25113_RS23000	NZ_CP009273.1	1413413	1413568	-	156	2	2	2	2
BW25113_RS26350	NZ_CP009273.1	1413579	1413713	-	135	1	1	2	1
BW25113_RS07115	NZ_CP009273.1	1414022	1414498	-	477	4	4	4	6
BW25113_RS07120	NZ_CP009273.1	1414622	1414918	+	297	1	0	0	0
BW25113_RS07125	NZ_CP009273.1	1414941	1415363	+	423	1	1	1	1
BW25113_RS07130	NZ_CP009273.1	1415376	1416233	+	858	3	2	1	0
BW25113_RS07135	NZ_CP009273.1	1416240	1416986	+	747	5	1	2	2
BW25113_RS26510	NZ_CP009273.1	1417452	1417901	+	450	9	4	2	5
BW25113_RS07150	NZ_CP009273.1	1418039	1419496	+	1458	12	13	12	8
BW25113_RS07155	NZ_CP009273.1	1419634	1419897	+	264	4	2	1	2
BW25113_RS07160	NZ_CP009273.1	1419878	1420237	+	360	1	1	1	0
BW25113_RS26475	NZ_CP009273.1	1421773	1422021	-	249	0	0	0	0
BW25113_RS07180	NZ_CP009273.1	1422003	1422983	-	981	1	0	3	2
BW25113_RS23745	NZ_CP009273.1	1423306	1426668	+	3363	2	2	2	2
BW25113_RS07205	NZ_CP009273.1	1426668	1427243	+	576	2	0	1	1
BW25113_RS07210	NZ_CP009273.1	1427341	1427931	-	591	23	25	21	21
BW25113_RS07215	NZ_CP009273.1	1428248	1428481	-	234	12	15	14	11
BW25113_RS25575	NZ_CP009273.1	1428550	1428663	-	114	12	12	19	15
BW25113_RS07220	NZ_CP009273.1	1429442	1429876	-	435	47	34	28	21
BW25113_RS07225	NZ_CP009273.1	1430017	1431150	-	1134	13	5	6	8
BW25113_RS07230	NZ_CP009273.1	1431517	1435041	-	3525	107	105	76	68
BW25113_RS07235	NZ_CP009273.1	1435315	1435581	+	267	8	7	6	1
BW25113_RS07240	NZ_CP009273.1	1435578	1436000	-	423	9	13	10	9
BW25113_RS07245	NZ_CP009273.1	1436111	1437100	-	990	26	32	74	43
BW25113_RS07250	NZ_CP009273.1	1437308	1439947	+	2640	47	59	43	32
BW25113_RS07255	NZ_CP009273.1	1439944	1440129	+	186	3	5	3	5
BW25113_RS07260	NZ_CP009273.1	1440137	1440463	+	327	6	4	4	3
BW25113_RS07265	NZ_CP009273.1	1440635	1441540	-	906	18	28	18	22
BW25113_RS07270	NZ_CP009273.1	1441776	1443275	+	1500	25	29	12	22
BW25113_RS07275	NZ_CP009273.1	1443333	1445606	-	2274	16	23	12	13
BW25113_RS07280	NZ_CP009273.1	1445854	1447899	-	2046	1	0	0	0
BW25113_RS07285	NZ_CP009273.1	1448184	1449113	+	930	1	4	2	1
BW25113_RS07290	NZ_CP009273.1	1449125	1449412	+	288	1	0	1	0
BW25113_RS07295	NZ_CP009273.1	1449421	1450167	+	747	2	0	0	1
BW25113_RS07300	NZ_CP009273.1	1450182	1450679	+	498	0	1	0	0
BW25113_RS07305	NZ_CP009273.1	1450687	1451757	+	1071	0	1	1	2
BW25113_RS07310	NZ_CP009273.1	1451754	1452521	+	768	0	0	0	0
BW25113_RS07315	NZ_CP009273.1	1452521	1453309	+	789	1	0	1	1
BW25113_RS07320	NZ_CP009273.1	1453311	1454738	+	1428	2	0	1	1
BW25113_RS07325	NZ_CP009273.1	1454728	1455150	+	423	0	0	0	0
BW25113_RS07330	NZ_CP009273.1	1455150	1456355	+	1206	7	22	8	8
BW25113_RS07335	NZ_CP009273.1	1456382	1457695	+	1314	14	18	9	5
BW25113_RS07340	NZ_CP009273.1	1457796	1458746	+	951	7	8	6	5
BW25113_RS07345	NZ_CP009273.1	1458728	1459318	+	591	9	7	2	5
BW25113_RS25580	NZ_CP009273.1	1459422	1459487	-	66	0	0	0	0
BW25113_RS07355	NZ_CP009273.1	1462178	1463406	-	1229	1	0	2	0
BW25113_RS07365	NZ_CP009273.1	1463615	1464766	+	1152	2	0	1	0
BW25113_RS07375	NZ_CP009273.1	1468478	1469338	+	861	16	18	19	15
BW25113_RS07380	NZ_CP009273.1	1469401	1471707	+	2307	19	32	18	15
BW25113_RS07385	NZ_CP009273.1	1471878	1472483	+	606	6	7	6	3
BW25113_RS07390	NZ_CP009273.1	1472483	1473379	+	897	6	2	3	5
BW25113_RS07395	NZ_CP009273.1	1473395	1475152	+	1758	11	18	16	8
BW25113_RS07400	NZ_CP009273.1	1475142	1476458	+	1317	12	13	13	10
BW25113_RS07405	NZ_CP009273.1	1476512	1477117	-	606	9	14	9	5
BW25113_RS07410	NZ_CP009273.1	1477318	1481220	+	3903	236	226	193	210
BW25113_RS07415	NZ_CP009273.1	1481492	1482292	+	801	16	11	28	19
BW25113_RS07420	NZ_CP009273.1	1482489	1483928	+	1440	340	336	351	312
BW25113_RS07440	NZ_CP009273.1	1485159	1485689	+	531	24	23	19	9
BW25113_RS07445	NZ_CP009273.1	1485934	1486107	+	174	13	6	6	3
BW25113_RS26135	NZ_CP009273.1	1486133	1486201	+	69	1	1	1	1
BW25113_RS07450	NZ_CP009273.1	1486179	1486328	-	150	6	4	10	5
BW25113_RS07455	NZ_CP009273.1	1486727	1488367	+	1641	27	37	27	33
BW25113_RS07460	NZ_CP009273.1	1488405	1489328	-	924	44	37	27	21
BW25113_RS07465	NZ_CP009273.1	1489545	1490888	+	1344	25	26	20	15
BW25113_RS07470	NZ_CP009273.1	1491113	1492768	+	1656	55	56	41	50
BW25113_RS07480	NZ_CP009273.1	1492908	1493132	+	225	21	20	21	16
BW25113_RS07485	NZ_CP009273.1	1493195	1493734	+	540	10	9	11	7
BW25113_RS07490	NZ_CP009273.1	1493726	1494706	-	981	12	12	12	9
BW25113_RS07495	NZ_CP009273.1	1494830	1495822	+	993	22	17	10	14
BW25113_RS07500	NZ_CP009273.1	1495819	1496412	+	594	19	21	11	10
BW25113_RS07505	NZ_CP009273.1	1496714	1497382	+	669	28	25	13	17
BW25113_RS07520	NZ_CP009273.1	1497914	1499122	+	1209	19	21	28	25
BW25113_RS07525	NZ_CP009273.1	1499162	1500376	-	1215	16	15	14	9
BW25113_RS07530	NZ_CP009273.1	1500429	1500965	+	537	5	8	5	6
BW25113_RS07535	NZ_CP009273.1	1501038	1502999	+	1962	37	38	30	35
BW25113_RS07540	NZ_CP009273.1	1503091	1503321	-	231	1	6	3	1
BW25113_RS07545	NZ_CP009273.1	1503543	1503719	+	177	4	5	4	2
BW25113_RS07550	NZ_CP009273.1	1503765	1504181	+	417	4	3	6	6
BW25113_RS07555	NZ_CP009273.1	1504260	1505666	+	1407	21	22	15	11
BW25113_RS07560	NZ_CP009273.1	1505911	1507056	+	1146	32	25	20	16
BW25113_RS07565	NZ_CP009273.1	1507074	1508087	+	1014	20	17	10	13
BW25113_RS07570	NZ_CP009273.1	1508088	1509029	+	942	14	20	10	9
BW25113_RS07575	NZ_CP009273.1	1509019	1509813	+	795	9	12	6	8
BW25113_RS07580	NZ_CP009273.1	1509835	1511259	+	1425	38	24	9	9
BW25113_RS23775	NZ_CP009273.1	1511356	1511451	-	96	3	3	3	0
BW25113_RS07590	NZ_CP009273.1	1511646	1511819	+	174	5	2	1	1
BW25113_RS07595	NZ_CP009273.1	1511905	1512138	+	234	9	7	8	4
BW25113_RS07600	NZ_CP009273.1	1512139	1512588	-	450	3	7	3	7
BW25113_RS07605	NZ_CP009273.1	1512585	1513103	-	519	6	9	9	12
BW25113_RS07610	NZ_CP009273.1	1513284	1514321	+	1038	36	25	14	14
BW25113_RS07615	NZ_CP009273.1	1514519	1515184	+	666	10	8	7	13
BW25113_RS07620	NZ_CP009273.1	1515220	1517322	-	2103	22	26	27	23
BW25113_RS07625	NZ_CP009273.1	1517564	1518625	+	1062	18	17	14	17
BW25113_RS07630	NZ_CP009273.1	1518738	1520237	-	1500	8	11	12	8
BW25113_RS07635	NZ_CP009273.1	1520504	1521121	+	618	1	5	3	9
BW25113_RS07640	NZ_CP009273.1	1521197	1521409	+	213	2	1	0	1
BW25113_RS26360	NZ_CP009273.1	1524179	1524661	+	483	1	4	7	0
BW25113_RS25600	NZ_CP009273.1	1524576	1524761	-	186	1	1	0	0
BW25113_RS07660	NZ_CP009273.1	1526073	1527209	+	1137	0	2	5	0
BW25113_RS07665	NZ_CP009273.1	1527309	1527542	+	234	1	2	2	4
BW25113_RS07670	NZ_CP009273.1	1527539	1528108	-	570	4	4	2	7
BW25113_RS07675	NZ_CP009273.1	1528281	1529126	+	846	12	7	7	11
BW25113_RS07680	NZ_CP009273.1	1529222	1530115	-	894	15	11	11	14
BW25113_RS07685	NZ_CP009273.1	1530194	1530874	-	681	7	8	3	6
BW25113_RS07690	NZ_CP009273.1	1530871	1531566	-	696	8	5	7	5
BW25113_RS07695	NZ_CP009273.1	1531566	1533110	-	1545	14	12	7	12
BW25113_RS07700	NZ_CP009273.1	1533107	1536847	-	3741	37	36	24	33
BW25113_RS07705	NZ_CP009273.1	1536929	1538317	-	1389	12	19	12	5
BW25113_RS07720	NZ_CP009273.1	1540545	1541426	-	882	6	6	8	7
BW25113_RS07730	NZ_CP009273.1	1541658	1544705	+	3048	162	142	195	197
BW25113_RS07735	NZ_CP009273.1	1544718	1545602	+	885	70	53	85	73
BW25113_RS07740	NZ_CP009273.1	1545595	1546248	+	654	23	35	46	38
BW25113_RS07745	NZ_CP009273.1	1546655	1546939	-	285	10	13	10	11
BW25113_RS07750	NZ_CP009273.1	1547085	1548095	-	1011	30	43	30	37
BW25113_RS07755	NZ_CP009273.1	1548229	1549926	-	1698	113	128	119	106
BW25113_RS07760	NZ_CP009273.1	1550083	1550220	-	138	23	25	7	12
BW25113_RS07765	NZ_CP009273.1	1550322	1550537	-	216	6	4	1	2
BW25113_RS07770	NZ_CP009273.1	1550882	1551313	+	432	11	12	11	11
BW25113_RS07775	NZ_CP009273.1	1551369	1552295	-	927	8	11	6	7
BW25113_RS07780	NZ_CP009273.1	1552288	1553274	-	987	12	13	10	6
